股票名称,股票代码,供应商名称,采购占比,采购金额,公告时间,数据来源,供应商重复次数
东北制药,597,沈阳市盛世达水泵厂,无,,2014-09-25 00:00:00,招投标公告,1
东北制药,597,沈阳春秋暖通空调工程有限公司,无,,2014-09-23 00:00:00,招投标公告,1
东北制药,597,沈阳大润泽消防工程有限公司,无,,2014-09-15 00:00:00,招投标公告,1
东北制药,597,辽宁万爱迪尔家具制造有限公司,无,,2014-09-15 00:00:00,招投标公告,1
东北制药,597,沈阳台佳机电有限公司,无,,2014-09-15 00:00:00,招投标公告,1
东北制药,597,德州中傲空调设备有限公司,无,,2014-09-15 00:00:00,招投标公告,1
东北制药,597,上海欧朔智能包装科技有限公司,无,,2014-09-12 00:00:00,招投标公告,1
东北制药,597,沈阳铁金刚机械制造有限公司,无,,2014-09-12 00:00:00,招投标公告,1
东北制药,597,洪宇建设集团公司,无,,2014-09-11 00:00:00,招投标公告,1
东北制药,597,沈阳金正华科技有限公司,无,,2014-09-11 00:00:00,招投标公告,1
东北制药,597,锦州万得包装机械有限公司,无,,2014-09-10 00:00:00,招投标公告,1
东北制药,597,辽宁加华国际贸易有限公司,无,,2014-09-04 00:00:00,招投标公告,1
东北制药,597,营口北方设备制造有限公司,无,,2014-08-29 00:00:00,招投标公告,1
东北制药,597,上海三强工程技术有限公司,无,,2014-08-28 00:00:00,招投标公告,1
东北制药,597,江苏泰雷克石化装备制造有限公司,无,,2014-08-22 00:00:00,招投标公告,1
东北制药,597,沈阳中科博微科技股份有限公司,无,,2014-08-19 00:00:00,招投标公告,1
东北制药,597,上海木雅实验室设备有限公司,无,,2014-08-12 00:00:00,招投标公告,1
东北制药,597,沈阳工业安装工程股份有限公司,无,,2014-07-21 00:00:00,招投标公告,1
东北制药,597,沈阳展讯电子有限公司,无,,2014-07-18 00:00:00,招投标公告,1
东北制药,597,沈阳安吉消防安装工程有限公司,无,,2014-07-16 00:00:00,招投标公告,1
东北制药,597,沈阳艾姆派流体设备有限公司,无,,2014-07-11 00:00:00,招投标公告,1
东北制药,597,沈阳鼎欣机电设备有限公司,无,,2014-07-11 00:00:00,招投标公告,1
东北制药,597,哈尔滨纳诺智能装备有限公司,无,,2014-07-11 00:00:00,招投标公告,1
东北制药,597,沈阳工兴达节能设备有限公司,无,,2014-06-30 00:00:00,招投标公告,1
东北制药,597,辽宁新华阳伟业装备制造有限公司,无,,2014-06-30 00:00:00,招投标公告,1
东北制药,597,北京金瑞恒信高科技有限公司,无,,2014-06-26 00:00:00,招投标公告,1
东北制药,597,辽宁东科环保有限公司,无,,2014-06-23 00:00:00,招投标公告,1
东北制药,597,浙江迦南科技股份有限公司,无,,2014-06-18 00:00:00,招投标公告,1
东北制药,597,江阴市吉瑞机械制造有限公司,无,,2014-06-13 00:00:00,招投标公告,1
东北制药,597,沈阳华茂赛莫网络科技有限公司,无,,2014-06-06 00:00:00,招投标公告,1
东北制药,597,大连信达变压器有限公司,无,,2014-05-23 00:00:00,招投标公告,1
东北制药,597,力冠能源（天津）有限公司,无,,2014-05-20 00:00:00,招投标公告,1
东北制药,597,东北金城建设股份有限公司,无,,2014-05-20 00:00:00,招投标公告,1
东北制药,597,山东格瑞德集团有限公司,无,,2014-05-19 00:00:00,招投标公告,1
东北制药,597,沈阳双兴建设集团有限公司,无,,2014-05-19 00:00:00,招投标公告,1
东北制药,597,辽宁喜武消防工程有限公司,无,,2014-05-16 00:00:00,招投标公告,1
东北制药,597,中石化工建设有限公司,无,,2014-05-16 00:00:00,招投标公告,1
东北制药,597,沈阳金时代装饰工程有限公司,无,,2014-05-16 00:00:00,招投标公告,1
东北制药,597,辽宁金帝第二建筑工程有限公司,无,,2014-05-12 00:00:00,招投标公告,1
东北制药,597,辽宁城建集团有限公司,无,,2014-05-12 00:00:00,招投标公告,1
东北制药,597,中铁上海工程局集团有限公司,无,,2014-05-07 00:00:00,招投标公告,1
东北制药,597,沈阳市沈新印刷厂,无,,2014-04-29 00:00:00,招投标公告,1
东北制药,597,江苏中阳建设集团有限公司,无,,2014-04-29 00:00:00,招投标公告,1
东北制药,597,沈阳顺天建设集团有限公司,无,,2014-04-25 00:00:00,招投标公告,1
东北制药,597,中国科学器材有限公司,无,,2014-04-08 00:00:00,招投标公告,1
东北制药,597,蓝深集团股份有限公司,无,,2014-04-08 00:00:00,招投标公告,1
东北制药,597,中国市政工程东北设计研究总院,无,,2014-03-28 00:00:00,招投标公告,1
东北制药,597,烟台鲁蒙防水防腐材料有限公司,无,,2014-03-28 00:00:00,招投标公告,1
东北制药,597,北京市设备安装工程集团有限公司,4.00%,6440.67,2014-03-28 00:00:00,年报,1
东北制药,597,国网辽宁省电力有限公司沈阳供电公司,3.00%,5987.51,2014-03-28 00:00:00,年报,1
东北制药,597,沈阳启盛热电有限公司,3.00%,5624.67,2014-03-28 00:00:00,年报,1
东北制药,597,沈阳北方建设股份有限公司,3.00%,5133.16,2014-03-28 00:00:00,年报,1
东北制药,597,海城利奇碳材有限公司,2.00%,3990.66,2014-03-28 00:00:00,年报,1
东北制药,597,沈阳哈焊正晨焊接切割设备有限公司,无,,2014-03-10 00:00:00,招投标公告,1
东北制药,597,辽宁泰康不锈钢制品装饰有限公司,无,,2014-03-07 00:00:00,招投标公告,1
东北制药,597,沈阳杰洋科技开发有限公司,无,,2014-03-04 00:00:00,招投标公告,1
东北制药,597,上海尼可尼流体系统有限公司,无,,2014-02-28 00:00:00,招投标公告,1
东北制药,597,沈阳天翼翔机电有限公司,无,,2014-02-11 00:00:00,招投标公告,1
东北制药,597,上海松华空调净化设备有限公司,无,,2013-12-30 00:00:00,招投标公告,1
东北制药,597,营口大和制衡产业有限公司,无,,2013-12-25 00:00:00,招投标公告,1
东北制药,597,上海康颂包装设备有限公司,无,,2013-12-25 00:00:00,招投标公告,1
东北制药,597,沈阳诺信达机械设备有限公司,无,,2013-12-23 00:00:00,招投标公告,1
东北制药,597,上海东富龙制药设备工程有限公司,无,,2013-12-20 00:00:00,招投标公告,1
东北制药,597,营口黎明特种泵业有限公司,无,,2013-12-20 00:00:00,招投标公告,1
东北制药,597,辽阳第二制药机械厂,无,,2013-12-10 00:00:00,招投标公告,1
东北制药,597,营口忠贤实业有限公司,无,,2013-12-09 00:00:00,招投标公告,1
东北制药,597,优构智能技术有限公司,无,,2013-12-02 00:00:00,招投标公告,1
东北制药,597,河北博柯莱智能装备科技股份有限公司,无,,2013-11-26 00:00:00,招投标公告,1
东北制药,597,沈阳市中兴钛制设备厂,无,,2013-11-25 00:00:00,招投标公告,1
东北制药,597,浙江西湖设备过滤有限公司,无,,2013-11-07 00:00:00,招投标公告,1
东北制药,597,辽宁轩铭工程有限公司,无,,2013-11-03 00:00:00,招投标公告,1
东北制药,597,沈阳低压开关有限公司,无,,2013-10-29 00:00:00,招投标公告,1
东北制药,597,沈阳鲁博厨业有限公司,无,,2013-10-29 00:00:00,招投标公告,1
东北制药,597,江苏康尔臭氧有限公司,无,,2013-10-29 00:00:00,招投标公告,1
东北制药,597,天津绪宝兴盛电动门有限公司,无,,2013-10-23 00:00:00,招投标公告,1
东北制药,597,通适达安装集团有限公司,无,,2013-10-23 00:00:00,招投标公告,1
东北制药,597,河南立厦建筑集团有限公司沈阳分公司,无,,2013-10-17 00:00:00,招投标公告,1
东北制药,597,苏州华苏亚沃顿医疗科技股份有限公司,无,,2013-10-11 00:00:00,招投标公告,1
东北制药,597,沈阳优谱利华仪器设备有限公司,无,,2013-09-29 00:00:00,招投标公告,1
东北制药,597,北京莱米特科技有限公司,无,,2013-09-25 00:00:00,招投标公告,1
东北制药,597,山东海德生化设备科技有限公司,无,,2013-09-25 00:00:00,招投标公告,1
东北制药,597,北京长峰金鼎科技有限公司,无,,2013-09-16 00:00:00,招投标公告,1
东北制药,597,沈阳隆达环保节能集团有限公司,无,,2013-09-04 00:00:00,招投标公告,1
东北制药,597,河南意达换热设备有限公司,无,,2013-08-30 00:00:00,招投标公告,1
东北制药,597,中船重工（沈阳）辽海电梯有限公司,无,,2013-08-28 00:00:00,招投标公告,1
东北制药,597,沈阳朗诺医药设备有限公司,无,,2013-08-28 00:00:00,招投标公告,1
东北制药,597,沈阳市排水公司,无,,2013-08-27 00:00:00,招投标公告,1
东北制药,597,山东贝州集团有限公司,无,,2013-08-23 00:00:00,招投标公告,1
东北制药,597,沈阳环保工程监理有限公司,无,,2013-08-22 00:00:00,招投标公告,1
东北制药,597,辽宁中洋建设有限公司,无,,2013-08-20 00:00:00,招投标公告,1
东北制药,597,河间市华能保温防腐工程有限公司,无,,2013-08-14 00:00:00,招投标公告,1
东北制药,597,红旗渠建设集团有限公司,无,,2013-08-07 00:00:00,招投标公告,1
东北制药,597,辽宁春光智能装备集团股份有限公司,无,,2013-07-30 00:00:00,招投标公告,1
东北制药,597,楚天科技股份有限公司,无,,2013-07-26 00:00:00,招投标公告,1
东北制药,597,南京五洲制冷集团有限公司东北分公司,无,,2013-07-26 00:00:00,招投标公告,1
东北制药,597,上海艾曼凯生物科技有限公司,无,,2013-07-26 00:00:00,招投标公告,1
东北制药,597,沈阳华利能源设备制造有限公司,无,,2013-07-25 00:00:00,招投标公告,1
东北制药,597,深圳市中建大康建筑工程有限公司,无,,2013-07-23 00:00:00,招投标公告,1
东北制药,597,北京市设备安装工程集团有限公司,无,,2013-07-16 00:00:00,招投标公告,1
东北制药,597,北京达飞安评管理顾问有限公司,无,,2013-07-15 00:00:00,招投标公告,1
东北制药,597,辽宁安利建设有限公司,无,,2013-07-12 00:00:00,招投标公告,1
东北制药,597,北京翰林航宇科技发展股份公司,无,,2013-07-03 00:00:00,招投标公告,1
东北制药,597,沈阳北方建设股份有限公司,无,,2013-07-01 00:00:00,招投标公告,1
东北制药,597,辽宁天一建设有限责任公司,无,,2013-06-26 00:00:00,招投标公告,1
东北制药,597,沈阳沈予仪器有限公司,无,,2013-06-26 00:00:00,招投标公告,1
东北制药,597,波露明（北京）科技有限公司,无,,2013-06-17 00:00:00,招投标公告,1
东北制药,597,甘肃红峰机械有限责任公司,无,,2013-05-20 00:00:00,招投标公告,1
东北制药,597,秦皇岛骊骅淀粉股份有限公司,4.77%,5866.42,2013-04-08 00:00:00,年报,1
东北制药,597,海城利奇碳材有限公司,3.65%,4491.26,2013-04-08 00:00:00,年报,1
东北制药,597,沈阳诚通金属有限公司,2.71%,3338.26,2013-04-08 00:00:00,年报,1
东北制药,597,山东天力药业有限公司,2.58%,3170.59,2013-04-08 00:00:00,年报,1
东北制药,597,中煤能源黑龙江煤化工有限公司,2.29%,2812.87,2013-04-08 00:00:00,年报,1
东北制药,597,上海超玛机电科技有限公司,无,,2013-04-01 00:00:00,招投标公告,1
东北制药,597,沈阳天马医药工程安装有限公司,无,,2013-03-07 00:00:00,招投标公告,1
东北制药,597,沈阳市政集团有限公司,无,,2012-11-20 00:00:00,招投标公告,1
东北制药,597,沈阳山盟建设集团有限公司,无,,2011-07-25 00:00:00,招投标公告,1
东北制药,597,沈阳格林恒丽商贸有限公司,无,,2011-07-08 00:00:00,招投标公告,1
东北制药,597,辽宁众诚道勤建设有限公司,无,,2011-02-28 00:00:00,招投标公告,1
青岛双星,599,中化国际（控股）股份有限公司,4.54%,9664.50,2016-04-12 00:00:00,年报,1
青岛双星,599,江西黑猫炭黑股份有限公司,4.06%,8647.74,2016-04-12 00:00:00,年报,1
青岛双星,599,江苏兴达钢帘线股份有限公司,4.03%,8595.45,2016-04-12 00:00:00,年报,1
青岛双星,599,"EVERBEST GROUP CO.,LTD",6.72%,25122.68,2014-02-28 00:00:00,年报,1
青岛双星,599,湖北福星科技股份有限公司,4.24%,15872.83,2014-02-28 00:00:00,年报,1
青岛双星,599,江西黑猫炭黑股份有限公司,3.33%,12437.65,2014-02-28 00:00:00,年报,1
韶能股份,601,广东中南钢铁股份有限公司,8.04%,10233.05,2014-04-29 00:00:00,年报,1
韶能股份,601,耒阳市金成煤业有限公司,7.01%,8914.46,2014-04-29 00:00:00,年报,1
韶能股份,601,珠海粤裕丰钢铁有限公司,6.69%,8509.00,2014-04-29 00:00:00,年报,1
韶能股份,601,江西韶钢元和实业有限公司,5.06%,6440.41,2014-04-29 00:00:00,年报,1
韶能股份,601,桑植县益民煤矿,2.48%,3151.26,2014-04-29 00:00:00,年报,1
韶能股份,601,广东中南钢铁股份有限公司,9.43%,13020.74,2013-04-24 00:00:00,年报,1
韶能股份,601,抚顺特殊钢股份有限公司,3.45%,4770.33,2013-04-24 00:00:00,年报,1
韶能股份,601,桑植县益民煤矿,3.35%,4621.92,2013-04-24 00:00:00,年报,1
韶能股份,601,张家界市分水岭煤矿,3.15%,4353.85,2013-04-24 00:00:00,年报,1
韶能股份,601,株洲市精密锻造有限公司,2.34%,3235.00,2013-04-24 00:00:00,年报,1
西安旅游,610,甘肃省工业设备安装有限公司,6.98%,3972.00,2025-04-19 00:00:00,年报,1
西安旅游,610,竹园国际旅行社有限公司西安分公司,1.39%,792.18,2025-04-19 00:00:00,年报,1
西安旅游,610,甘肃第六建设集团股份有限公司,3.18%,1808.72,2025-04-19 00:00:00,年报,1
西安旅游,610,"TJC JAPAN TRAVEL CO.,LTD",1.57%,892.45,2025-04-19 00:00:00,年报,1
西安旅游,610,市旅国际旅行社（深圳）有限公司,1.57%,892.93,2025-04-19 00:00:00,年报,1
西安旅游,610,正大方略工程咨询有限公司,无,,2024-05-09 00:00:00,招投标公告,1
西安旅游,610,四川省中国国际旅行社有限责任公司,1.89%,788.23,2024-04-23 00:00:00,年报,1
西安旅游,610,上海国旅国际旅行社有限公司,1.68%,700.73,2024-04-23 00:00:00,年报,1
西安旅游,610,陕西旅业控股集团有限公司,2.00%,832.30,2024-04-23 00:00:00,年报,1
西安旅游,610,乌鲁木齐西域牧歌旅行社有限公司,0.96%,403.64,2024-04-23 00:00:00,年报,1
西安旅游,610,陕西海外旅游有限责任公司,1.22%,507.98,2024-04-23 00:00:00,年报,1
西安旅游,610,正衡房地产资产评估有限公司,无,0.00,2024-03-22 00:00:00,招投标公告,1
西安旅游,610,陕西睿恒资产评估有限责任公司,无,0.01,2024-03-22 00:00:00,招投标公告,1
西安旅游,610,新兰特房地产资产评估有限公司,无,0.00,2024-03-22 00:00:00,招投标公告,1
西安旅游,610,西安天泽房地产土地资产评估有限公司,无,0.00,2024-03-22 00:00:00,招投标公告,1
西安旅游,610,陕西康胜房地产资产评估有限责任公司,无,0.01,2024-03-22 00:00:00,招投标公告,1
西安旅游,610,陕西国信资产评估有限责任公司,无,0.01,2024-03-18 00:00:00,招投标公告,1
西安旅游,610,中粮油脂（广元）有限公司,8.69%,4565.48,2023-04-18 00:00:00,年报,1
西安旅游,610,富县新世纪果蔬专业合作社,4.92%,2585.20,2023-04-18 00:00:00,年报,1
西安旅游,610,西安长安花粮油有限公司,3.53%,1852.68,2023-04-18 00:00:00,年报,1
西安旅游,610,西安邦淇制油科技有限公司,10.50%,5516.58,2023-04-18 00:00:00,年报,1
西安旅游,610,甘肃第六建设集团股份有限公司,4.71%,2475.04,2023-04-18 00:00:00,年报,1
西安旅游,610,西安兴国项目管理有限公司,无,,2022-12-29 00:00:00,招投标公告,1
西安旅游,610,陕西超越项目管理有限公司,无,,2022-12-29 00:00:00,招投标公告,1
西安旅游,610,时代国际工程项目管理有限公司,无,,2022-12-29 00:00:00,招投标公告,1
西安旅游,610,华睿诚项目管理有限公司,无,,2022-12-29 00:00:00,招投标公告,1
西安旅游,610,陕西瑞琪工程咨询有限公司,无,,2022-12-29 00:00:00,招投标公告,1
西安旅游,610,陕西尚华工程管理咨询有限公司,无,,2022-12-29 00:00:00,招投标公告,1
西安旅游,610,西安建工建设工程招标有限公司,无,,2022-12-29 00:00:00,招投标公告,1
西安旅游,610,纳百川项目管理咨询有限公司,无,,2022-12-29 00:00:00,招投标公告,1
西安旅游,610,陕西格瑞特工程造价咨询有限公司,无,,2022-12-29 00:00:00,招投标公告,1
西安旅游,610,中联西北工程设计研究院有限公司,无,2783.24,2022-05-28 00:00:00,招投标公告,1
西安旅游,610,富县新世纪果蔬专业合作社,5.16%,2794.77,2022-04-15 00:00:00,年报,1
西安旅游,610,山东渤海油脂工业有限公司,3.51%,1903.42,2022-04-15 00:00:00,年报,1
西安旅游,610,青岛汇易祥商贸有限公司,3.84%,2081.50,2022-04-15 00:00:00,年报,1
西安旅游,610,西安富粮油脂有限责任公司,20.08%,10874.01,2022-04-15 00:00:00,年报,1
西安旅游,610,丹凤县华茂生态鸡养殖专业合作社,13.28%,3769.62,2021-03-20 00:00:00,年报,1
西安旅游,610,西安富粮油脂有限责任公司,8.37%,2375.48,2021-03-20 00:00:00,年报,1
西安旅游,610,三原一合恒业果蔬专业合作社,6.74%,1912.82,2021-03-20 00:00:00,年报,1
西安旅游,610,大荔县设施冬枣农民专业合作社,5.70%,1617.56,2021-03-20 00:00:00,年报,1
西安旅游,610,上海信鸿实业（集团）有限公司,无,3435.74,2020-09-04 00:00:00,招投标公告,1
西安旅游,610,陕西大兴医院投资管理集团有限公司,无,,2020-09-03 00:00:00,招投标公告,1
西安旅游,610,陕西中国旅行社有限责任公司,1.35%,1103.86,2020-04-15 00:00:00,年报,1
西安旅游,610,秦始皇帝陵博物院（秦始皇兵马俑博物馆）,0.97%,790.47,2020-04-15 00:00:00,年报,1
西安旅游,610,北京众达国际旅行社有限公司,0.81%,660.26,2020-04-15 00:00:00,年报,1
西安旅游,610,中国东方航空股份有限公司西北分公司,1.23%,1018.30,2019-03-20 00:00:00,年报,1
西安旅游,610,北京海涛国际旅行社股份有限公司,2.98%,2235.12,2017-03-25 00:00:00,年报,1
西安旅游,610,秦始皇帝陵博物院（秦始皇兵马俑博物馆）,1.36%,1018.22,2017-03-25 00:00:00,年报,1
西安旅游,610,阿波羅旅行社股份有限公司,0.85%,641.08,2017-03-25 00:00:00,年报,1
西安旅游,610,北京九州风行旅游股份公司,1.48%,1107.56,2017-03-25 00:00:00,年报,1
西安旅游,610,秦始皇帝陵博物院（秦始皇兵马俑博物馆）,1.58%,1122.17,2016-03-23 00:00:00,年报,1
西安旅游,610,陕西省中国旅行社华隆商行,1.01%,717.65,2016-03-23 00:00:00,年报,1
西安旅游,610,北京九州风行旅游股份公司,0.93%,662.04,2016-03-23 00:00:00,年报,1
西安旅游,610,陕西运通国际旅行社有限责任公司,0.82%,585.85,2016-03-23 00:00:00,年报,1
西安旅游,610,中国康辉西安国际旅行社有限责任公司,1.89%,1218.75,2015-03-27 00:00:00,年报,1
西安旅游,610,优耐德（北京）国际旅行社有限公司,0.98%,630.27,2015-03-27 00:00:00,年报,1
西安旅游,610,秦始皇帝陵博物院（秦始皇兵马俑博物馆）,0.84%,540.31,2015-03-27 00:00:00,年报,1
西安旅游,610,中国和平国际旅游有限责任公司,0.83%,467.91,2014-02-21 00:00:00,年报,1
焦作万方,612,巨力索具股份有限公司,无,,2025-07-09 00:00:00,招投标公告,1
焦作万方,612,北京氦普北分气体工业有限公司,无,,2025-06-20 00:00:00,招投标公告,2
焦作万方,612,浙江通明电器股份有限公司,无,,2025-06-17 00:00:00,招投标公告,1
焦作万方,612,沈阳变压器配件研究中心,无,,2025-05-19 00:00:00,招投标公告,1
焦作万方,612,长沙开元仪器有限公司,无,,2025-04-25 00:00:00,招投标公告,2
焦作万方,612,江苏省化肥工业有限公司,无,,2025-04-19 00:00:00,招投标公告,1
焦作万方,612,郑州创网焊材有限公司,无,,2025-04-17 00:00:00,招投标公告,1
焦作万方,612,新乡西玛鼓风机股份有限公司,无,,2025-04-15 00:00:00,招投标公告,1
焦作万方,612,长沙鼓风机厂有限责任公司,无,,2025-04-09 00:00:00,招投标公告,2
焦作万方,612,广州优维电子科技有限公司,无,,2025-04-09 00:00:00,招投标公告,1
焦作万方,612,广东华特气体股份有限公司,无,,2025-02-23 00:00:00,招投标公告,1
焦作万方,612,江苏大秦电气有限公司,无,,2025-02-13 00:00:00,招投标公告,1
焦作万方,612,中国电建集团河南省电力勘测设计院有限公司,无,,2025-02-13 00:00:00,招投标公告,1
焦作万方,612,洛阳佰工工业密封有限公司,无,,2025-02-13 00:00:00,招投标公告,1
焦作万方,612,哈锅阀门股份有限公司,无,,2025-02-08 00:00:00,招投标公告,2
焦作万方,612,次其它品牌,无,,2025-02-07 00:00:00,招投标公告,1
焦作万方,612,等档次其它品,无,,2025-02-07 00:00:00,招投标公告,1
焦作万方,612,要求提供原厂,无,,2025-02-07 00:00:00,招投标公告,1
焦作万方,612,吉林省隆华测控股份有限公司,无,,2025-02-06 00:00:00,招投标公告,1
焦作万方,612,50D-LD2000门轴加长10,无,,2025-02-05 00:00:00,招投标公告,1
焦作万方,612,限公司或同等级别供应,无,,2025-02-05 00:00:00,招投标公告,1
焦作万方,612,江苏汇能重工有限公司,无,,2025-02-05 00:00:00,招投标公告,1
焦作万方,612,上海阀门五厂有限公司,无,,2025-02-05 00:00:00,招投标公告,1
焦作万方,612,长沙开元仪器有限公司,无,,2024-12-31 00:00:00,招投标公告,1
焦作万方,612,重庆川仪昆仑仪表有限公司,无,,2024-12-30 00:00:00,招投标公告,1
焦作万方,612,广西龙广滑石开发股份有限公司,无,,2024-12-06 00:00:00,招投标公告,1
焦作万方,612,焦作方方新材料有限公司,无,,2024-12-02 00:00:00,招投标公告,1
焦作万方,612,江苏江平新环境科技有限公司,无,,2024-12-02 00:00:00,招投标公告,1
焦作万方,612,北京清新环境技术股份有限公司,无,,2024-11-26 00:00:00,招投标公告,1
焦作万方,612,沈阳橡胶研究设计院有限公司,无,,2024-11-12 00:00:00,招投标公告,1
焦作万方,612,河南省计量测试科学研究院,无,,2024-11-12 00:00:00,招投标公告,1
焦作万方,612,浙江通明电器股份有限公司,无,,2024-08-01 00:00:00,招投标公告,1
焦作万方,612,上海滬工閥門製造集團有限公司,无,,2024-07-09 00:00:00,招投标公告,1
焦作万方,612,哈锅阀门股份有限公司,无,,2024-07-05 00:00:00,招投标公告,7
焦作万方,612,邯郸市三蝶劳保制品有限公司,无,,2024-06-24 00:00:00,招投标公告,1
焦作万方,612,台州市裕源安全防护用品有限公司,无,,2024-06-11 00:00:00,招投标公告,1
焦作万方,612,陕西华科测控技术有限公司,无,,2024-05-31 00:00:00,招投标公告,1
焦作万方,612,上海胜华特种电缆有限公司,无,,2024-05-22 00:00:00,招投标公告,1
焦作万方,612,北京工业大学,无,,2024-05-15 00:00:00,招投标公告,1
焦作万方,612,长沙鼓风机厂有限责任公司,无,,2024-05-12 00:00:00,招投标公告,1
焦作万方,612,郑州九泰科技有限公司,无,,2024-04-16 00:00:00,招投标公告,1
焦作万方,612,江苏优耐机械制造有限公司,无,,2024-04-03 00:00:00,招投标公告,1
焦作万方,612,焦作万都（沁阳）碳素有限公司,7.54%,48825.66,2024-03-30 00:00:00,年报,2
焦作万方,612,焦作众成翔雨贸易有限公司,3.67%,23797.38,2024-03-30 00:00:00,年报,1
焦作万方,612,国网河南省电力公司焦作供电公司,34.07%,220640.59,2024-03-30 00:00:00,年报,1
焦作万方,612,中铝中州铝业有限公司,24.38%,157928.42,2024-03-30 00:00:00,年报,1
焦作万方,612,焦作金冠嘉华电力有限公司,3.37%,21848.82,2024-03-30 00:00:00,年报,1
焦作万方,612,河南鼎盛铝业有限公司,无,,2024-03-21 00:00:00,招投标公告,1
焦作万方,612,朗坤智慧科技股份有限公司,无,,2024-03-18 00:00:00,招投标公告,4
焦作万方,612,上海临港控股股份有限公司,无,,2024-03-14 00:00:00,招投标公告,1
焦作万方,612,凌宇电力设备有限公司,无,,2024-01-04 00:00:00,招投标公告,1
焦作万方,612,朗坤智慧科技股份有限公司,无,,2023-12-28 00:00:00,招投标公告,7
焦作万方,612,江苏智慧云港科技有限公司,无,,2023-11-20 00:00:00,招投标公告,1
焦作万方,612,北京新福润达绝缘材料有限责任公司,无,,2023-10-18 00:00:00,招投标公告,1
焦作万方,612,焦作金冠嘉华电力有限公司,9.72%,64879.40,2023-04-29 00:00:00,年报,1
焦作万方,612,中铝中州铝业有限公司,22.93%,153045.33,2023-04-29 00:00:00,年报,1
焦作万方,612,博爱县胜诚商贸有限公司,5.73%,38229.68,2023-04-29 00:00:00,年报,1
焦作万方,612,焦作万都（沁阳）碳素有限公司,9.73%,64923.68,2023-04-29 00:00:00,年报,1
焦作万方,612,国网河南省电力公司焦作供电公司,18.74%,125041.67,2023-04-29 00:00:00,年报,1
焦作万方,612,江苏宗申车业有限公司,无,,2022-10-08 00:00:00,招投标公告,1
焦作万方,612,国网河南省电力公司焦作供电公司,29.80%,158478.71,2022-04-28 00:00:00,年报,1
焦作万方,612,焦作万都（沁阳）碳素有限公司,7.53%,40065.16,2022-04-28 00:00:00,年报,1
焦作万方,612,河南晋鑫晟贸易有限公司,11.06%,58806.70,2022-04-28 00:00:00,年报,1
焦作万方,612,中铝中州铝业有限公司,21.24%,112951.02,2022-04-28 00:00:00,年报,1
焦作万方,612,浙江安鑫贸易有限公司,5.15%,27388.30,2022-04-28 00:00:00,年报,1
焦作万方,612,朗坤智慧科技股份有限公司,无,,2021-11-29 00:00:00,招投标公告,15
焦作万方,612,国网河南省电力公司焦作供电公司,34.69%,172028.78,2021-03-18 00:00:00,年报,1
焦作万方,612,中铝中州铝业有限公司,29.34%,145501.27,2021-03-18 00:00:00,年报,1
焦作万方,612,河南晋鑫晟贸易有限公司,13.03%,64637.98,2021-03-18 00:00:00,年报,1
焦作万方,612,焦作万都（沁阳）碳素有限公司,6.20%,30756.03,2021-03-18 00:00:00,年报,1
焦作万方,612,中环寰慧（焦作）节能热力有限公司,无,,2020-11-17 00:00:00,司法数据,1
焦作万方,612,哈阀阀门股份有限公司,无,,2020-08-20 00:00:00,招投标公告,1
焦作万方,612,江苏武峰管道科技有限公司,无,,2020-04-12 00:00:00,招投标公告,1
焦作万方,612,洛阳市能源密封件有限公司,无,,2020-04-12 00:00:00,招投标公告,1
焦作万方,612,大连世有电力科技有限公司,无,,2020-03-30 00:00:00,招投标公告,1
焦作万方,612,国网河南省电力公司焦作供电公司,35.28%,195834.89,2020-03-26 00:00:00,年报,1
焦作万方,612,中铝中州铝业有限公司,31.37%,174121.48,2020-03-26 00:00:00,年报,1
焦作万方,612,河南晋鑫晟贸易有限公司,8.78%,48280.56,2020-03-26 00:00:00,年报,1
焦作万方,612,焦作万都（沁阳）碳素有限公司,5.83%,32355.48,2020-03-26 00:00:00,年报,1
焦作万方,612,焦作众成翔云贸易有限公司,5.29%,29380.31,2020-03-26 00:00:00,年报,1
焦作万方,612,武汉凯迪电力环保有限公司,无,,2020-01-02 00:00:00,司法数据,1
焦作万方,612,中铝中州铝业有限公司,26.89%,153902.17,2019-04-26 00:00:00,年报,1
焦作万方,612,国网河南省电力公司焦作供电公司,33.11%,189502.62,2019-04-26 00:00:00,年报,1
焦作万方,612,河南晋鑫晟贸易有限公司,12.81%,73288.31,2019-04-26 00:00:00,年报,1
焦作万方,612,焦作万都（沁阳）碳素有限公司,6.04%,34583.22,2019-04-26 00:00:00,年报,1
焦作万方,612,新疆新特顺前锋水电工程有限公司,无,,2019-03-19 00:00:00,司法数据,1
焦作万方,612,郑州建东科技股份有限公司,4.06%,191.92,2018-04-11 00:00:00,供应商公告,1
焦作万方,612,国网河南省电力公司焦作供电公司,32.85%,200857.48,2018-03-29 00:00:00,年报,1
焦作万方,612,河南晋鑫晟贸易有限公司,12.71%,77691.54,2018-03-29 00:00:00,年报,1
焦作万方,612,焦作万都（沁阳）碳素有限公司,6.87%,41969.27,2018-03-29 00:00:00,年报,1
焦作万方,612,焦作金冠嘉华电力有限公司,4.50%,27514.92,2018-03-29 00:00:00,年报,1
焦作万方,612,中铝中州铝业有限公司,28.19%,172316.09,2018-03-29 00:00:00,年报,1
